日期,姓名,任务,任务种类,描述,时间,时间和日期
2017-11-04,李志成（Tony Li）,你的每天炒币经历,错误总结,中国区更关心变现渠道,国人很多人想进入，可是很多人没有变现渠道，比如大额变现渠道,2017-11-04 07:14
2017-11-04,青木Jerry,你的每天炒币经历,错误总结,耐力变大,学会等机会,2017-11-04 07:15
2017-11-04,回眸已是千年,你的每天炒币经历,错误总结,坚持,,2017-11-04 07:17
2017-11-04,Rico,你的每天炒币经历,错误总结,总结,买卖不全仓才睡的踏实,2017-11-04 07:17
2017-11-04,水晶石,你的每天炒币经历,错误总结,坚持,坚,2017-11-04 07:18
2017-11-04,天骐【Tim】,你的每天炒币经历,错误总结,坚持,必胜,2017-11-04 07:19
2017-11-04,瑞鹤,你的每天炒币经历,错误总结,eos！,,2017-11-04 07:20
2017-11-04,依依,你的每天炒币经历,错误总结,昨天和挖比特币的大咖们聊天，感觉自己好幸运能够学到更多的东西,学习学习再学习,2017-11-04 07:21
2017-11-04,Ocean Heaven,你的每天炒币经历,错误总结,没耐心,,2017-11-04 07:28
2017-11-04,雪大大,你的每天炒币经历,错误总结,坚持,不放弃,2017-11-04 07:30
2017-11-04,冰冰-随行付pos-18007388073,你的每天炒币经历,错误总结,买了量子，持币待涨,,2017-11-04 07:34
2017-11-04,大道至简,你的每天炒币经历,错误总结,买入knc、qtum,坚定信念，不浮躁，有耐心,2017-11-04 07:35
2017-11-04,胡联军,你的每天炒币经历,错误总结,价值投资,,2017-11-04 07:39
2017-11-04,亮子,你的每天炒币经历,错误总结,全部涨价看着舒服,,2017-11-04 07:40
2017-11-04,彬（源）,你的每天炒币经历,错误总结,EOS逢低买入点,耐心等待，不能追高,2017-11-04 07:44
2017-11-04,雪丽 【阿胶燕窝糕、阿胶糕】,说说你认为今天会升的币,pay,,2017-11-04 07:47
2017-11-04,dansoul,说说你认为今天会升的币,btc,''长线,2017-11-04 07:48
2017-11-04,淡雅,你的每天炒币经历,错误总结,学习中,,2017-11-04 07:50
2017-11-04,桃果儿,你的每天炒币经历,错误总结,加仓山寨,等涨,2017-11-04 07:53
2017-11-04,那朵,你的每天炒币经历,错误总结,没操作今天,,2017-11-04 07:57
2017-11-04,guohwa,你的每天炒币经历,错误总结,这山望着那山高，还不如选择好了低价持有,,2017-11-04 08:00
2017-11-04,Alanz,你的每天炒币经历,错误总结,不断总结经验，勤于分析和思考,,2017-11-04 08:05
2017-11-04,Jacky 1-10,说说你认为今天会升的币,ETH,得暴涨一波了。,2017-11-04 08:11
2017-11-04,A.美家装饰-王小壹,你的每天炒币经历,错误总结,，,,2017-11-04 08:11
2017-11-04,小诸葛,说说你认为今天会升的币,HSR,,2017-11-04 08:26
2017-11-04,妮儿,你的每天炒币经历,错误总结,选币,稳,2017-11-04 08:30
2017-11-04,糖糖糖果,你的每天炒币经历,错误总结,买的币都买在半山腰,坚持，幸好都是优质币,2017-11-04 08:33
2017-11-04,演演,你的每天炒币经历,错误总结,买以太坊,相信会涨起来的,2017-11-04 08:33
2017-11-04,阿宝,你的每天炒币经历,错误总结,1,,2017-11-04 08:41
2017-11-04,Bornco.Philips,你的每天炒币经历,错误总结,只玩比特莱特瑞波,,2017-11-04 08:46
2017-11-04,灵感,你的每天炒币经历,错误总结,无,,2017-11-04 08:46
2017-11-04,朱耘^O^,你的每天炒币经历,错误总结,打卡,,2017-11-04 09:01
2017-11-04,Tiffany 德心應手,说说你认为今天会升的币,Take a rest,不要估頂,2017-11-04 09:10
2017-11-04,币盛,你的每天炒币经历,错误总结,一,,2017-11-04 09:18
2017-11-04,沛,你的每天炒币经历,错误总结,签到咯,,2017-11-04 09:19
2017-11-04,张集赵高峰家电家具城13385670066,你的每天炒币经历,错误总结,追涨必死,追涨必死，忍住,2017-11-04 09:40
2017-11-04,玖月,你的每天炒币经历,错误总结,早上大涨要卖，要卖。,,2017-11-04 09:56
2017-11-04,冰弧一月,你的每天炒币经历,错误总结,多看少动,加油,2017-11-04 09:58
2017-11-04,one piece,你的每天炒币经历,错误总结,看好bts,,2017-11-04 10:00
2017-11-04,像小丑一样卑微的活着！,你的每天炒币经历,错误总结,,,2017-11-04 10:21
2017-11-04,么二,你的每天炒币经历,错误总结,坚持,,2017-11-04 10:36
2017-11-04,宝和,你的每天炒币经历,错误总结,挺住,,2017-11-04 10:48
2017-11-04,朱公子,你的每天炒币经历,错误总结,卖早了,,2017-11-04 11:29
2017-11-04,大海,你的每天炒币经历,错误总结,坚持,,2017-11-04 11:49
2017-11-04,大海,你的每天炒币经历,错误总结,不知道买啥好,,2017-11-04 11:50
2017-11-04,海纳百川,说说你认为今天会升的币,mda,等待比特币的回调,2017-11-04 13:26
2017-11-04,Alanz,你的每天炒币经历,错误总结,成功做了个小波段,,2017-11-04 13:36
2017-11-04,礼才,你的每天炒币经历,错误总结,etc今天回本，但是没有出，继续被套中,,2017-11-04 13:36
2017-11-04,精雅花边,你的每天炒币经历,错误总结,坚持,,2017-11-04 13:38
2017-11-04,金融_李坤田_金生水起,你的每天炒币经历,错误总结,今天老师的小图是老师解释明白的，我说总对不上频率呢，现在慢慢学习看图,继续学习看图,2017-11-04 13:39
2017-11-04,陈春霖,你的每天炒币经历,错误总结,多赚比特币,,2017-11-04 13:46
2017-11-04,,你的每天炒币经历,错误总结,打,卡了,2017-11-04 13:49
2017-11-04,小胖熊,你的每天炒币经历,错误总结,坚持持有omg,,2017-11-04 13:53
2017-11-04,那朵,你的每天炒币经历,错误总结,量子还没有街上,,2017-11-04 14:10
2017-11-04,,你的每天炒币经历,错误总结,req已经出了，在0.00014 我是0.00123买的 听群主的见好就收不要恋战,req已经出了，在0.00014 我是0.00123买的 听群主的见好就收不要恋战,2017-11-04 14:20
2017-11-04,,你的每天炒币经历,错误总结,不过感觉卖早了，会后悔。应该调整心态,,2017-11-04 14:21
2017-11-04,,说说你认为今天会升的币,OMG knc,,2017-11-04 14:22
2017-11-04,方格,你的每天炒币经历,错误总结,eos加油,淡定,2017-11-04 14:28
2017-11-04,LEE,你的每天炒币经历,错误总结,等待,,2017-11-04 14:39
2017-11-04,么么哒,你的每天炒币经历,错误总结,没方向,,2017-11-04 14:41
2017-11-04,ZACK,你的每天炒币经历,错误总结,频繁操作,,2017-11-04 14:54
2017-11-04,代~君,你的每天炒币经历,错误总结,心态调整,坚持每日打卡,2017-11-04 16:07
2017-11-04,大令,你的每天炒币经历,错误总结,学习,,2017-11-04 16:21
2017-11-04,杭,你的每天炒币经历,错误总结,打卡,,2017-11-04 16:41
2017-11-04,大令,你的每天炒币经历,错误总结,继续保持,,2017-11-04 16:57
2017-11-04,原来是微信,你的每天炒币经历,错误总结,抄入以太,,2017-11-04 18:40
2017-11-05,阿宝,你的每天炒币经历,错误总结,BNB怎么样,,2017-11-05 05:46
2017-11-05,阿宝,你的每天炒币经历,错误总结,早,,2017-11-05 06:27
2017-11-05,阿宝,说说你认为今天会升的币,eos加油突破2美金,,2017-11-05 06:27
2017-11-05,胡联军,你的每天炒币经历,错误总结,价值投资,,2017-11-05 18:46
2017-11-06,朱耘^O^,你的每天炒币经历,错误总结,打卡,,2017-11-06 09:17
2017-11-06,阿宝,你的每天炒币经历,错误总结,打卡,,2017-11-06 10:41
2017-11-06,朱耘^O^,你的每天炒币经历,错误总结,打卡,,2017-11-06 14:10
